"platform","trial","cover_name","payload_size_bytes","cover_width","cover_height","delivered_width","delivered_height","success","ber","failure_reason","timestamp"
"whatsapp_image","15","whatsapp_image/811267004_17971877613136343_4518931020048857900_n.jpg","100","","","","","False","1.00000000","fixed_grid_extraction_failed","2026-09-15T09:07:24.145459+00:00"
"whatsapp_image","16","whatsapp_image/811340307_17971877589136343_6103100989257750592_n.jpg","100","","","","","False","1.00000000","fixed_grid_extraction_failed","2026-09-15T09:07:30.158151+00:00"
"whatsapp_image","17","whatsapp_image/811266958_17971877553136343_4738833091577311965_n.jpg","100","","","","","False","1.00000000","fixed_grid_extraction_failed","2026-09-15T09:07:34.980850+00:00"
"whatsapp_image","18","whatsapp_image/811102740_17971877529136343_199371246325947915_n.jpg","100","","","","","False","1.00000000","fixed_grid_extraction_failed","2026-09-15T09:07:39.855515+00:00"
"whatsapp_image","19","whatsapp_image/811102753_17971877412136343_8011346922216857633_n.jpg","100","","","","","False","1.00000000","fixed_grid_extraction_failed","2026-09-15T09:07:45.042126+00:00"
"whatsapp_image","20","whatsapp_image/811340471_17971877193136343_8750889932720319695_n.jpg","100","","","","","False","1.00000000","fixed_grid_extraction_failed","2026-09-15T09:07:52.334788+00:00"
"whatsapp_image","21","whatsapp_image/811616517_17971877142136343_6561392150720658485_n.jpg","100","","","","","False","1.00000000","fixed_grid_extraction_failed","2026-09-15T09:07:59.587351+00:00"
"whatsapp_image","22","whatsapp_image/811665111_17971877109136343_617514327109002088_n.jpg","100","","","","","False","1.00000000","fixed_grid_extraction_failed","2026-09-15T09:08:07.697445+00:00"
"whatsapp_image","23","whatsapp_image/811304002_17971877082136343_2403569227400705302_n.jpg","100","","","","","False","1.00000000","fixed_grid_extraction_failed","2026-09-15T09:08:12.947110+00:00"
"whatsapp_image","24","whatsapp_image/811340297_17971877022136343_584819800398418529_n.jpg","100","","","","","False","1.00000000","fixed_grid_extraction_failed","2026-09-15T09:08:27.916190+00:00"
"whatsapp_image","25","whatsapp_image/811437746_17971876992136343_1105991665419815235_n.jpg","100","","","","","False","1.00000000","fixed_grid_extraction_failed","2026-09-15T09:08:34.223822+00:00"
"whatsapp_image","26","whatsapp_image/811501500_17971876950136343_5385686350223307039_n.jpg","100","","","","","False","1.00000000","fixed_grid_extraction_failed","2026-09-15T09:08:40.663314+00:00"
"whatsapp_image","27","whatsapp_image/811373870_17971876893136343_8189559168272056106_n.jpg","100","","","","","False","1.00000000","fixed_grid_extraction_failed","2026-09-15T09:08:47.577776+00:00"
"whatsapp_image","28","whatsapp_image/811236192_17971876857136343_3750366517038332847_n.jpg","100","","","","","False","1.00000000","fixed_grid_extraction_failed","2026-09-15T09:08:54.639791+00:00"
"whatsapp_image","29","whatsapp_image/811373961_17971876641136343_4313442639542815294_n.jpg","100","","","","","False","1.00000000","fixed_grid_extraction_failed","2026-09-15T09:09:00.920895+00:00"
"whatsapp_image","30","whatsapp_image/811267001_17971876587136343_9219845889656186332_n.jpg","100","","","","","False","1.00000000","fixed_grid_extraction_failed","2026-09-15T09:09:08.139153+00:00"
"whatsapp_image","31","whatsapp_image/811267012_17971876443136343_462910271305259259_n.jpg","100","","","","","False","1.00000000","fixed_grid_extraction_failed","2026-09-15T09:09:14.857440+00:00"
"whatsapp_image","32","whatsapp_image/811864883_17971876419136343_1686591295595168853_n.jpg","100","","","","","False","1.00000000","fixed_grid_extraction_failed","2026-09-15T09:09:21.013284+00:00"
"whatsapp_image","33","whatsapp_image/811616662_17971876392136343_290738271581215084_n.jpg","100","","","","","False","1.00000000","fixed_grid_extraction_failed","2026-09-15T09:09:26.638348+00:00"
"whatsapp_image","34","whatsapp_image/811437656_17971876350136343_5002703847015175211_n.jpg","100","","","","","False","1.00000000","fixed_grid_extraction_failed","2026-09-15T09:09:33.337643+00:00"
"whatsapp_image","35","whatsapp_image/811266999_17971876179136343_5933032144926883087_n.jpg","100","","","","","False","1.00000000","fixed_grid_extraction_failed","2026-09-15T09:09:37.517901+00:00"
"whatsapp_image","36","whatsapp_image/811266984_17971876122136343_2361932684754194891_n.jpg","100","","","","","False","1.00000000","fixed_grid_extraction_failed","2026-09-15T09:09:41.720733+00:00"
"whatsapp_image","37","whatsapp_image/811203228_17971876053136343_2224135332122719202_n.jpg","100","","","","","False","1.00000000","fixed_grid_extraction_failed","2026-09-15T09:09:46.225788+00:00"
"whatsapp_image","38","whatsapp_image/811266957_17971876017136343_6368180465918423643_n.jpg","100","","","","","False","1.00000000","fixed_grid_extraction_failed","2026-09-15T09:09:50.303631+00:00"
"whatsapp_image","39","whatsapp_image/811711054_17971875978136343_8502147139606074807_n.jpg","100","","","","","False","1.00000000","fixed_grid_extraction_failed","2026-09-15T09:09:57.964054+00:00"
"whatsapp_image","40","whatsapp_image/811616511_17971875648136343_5024665215446974597_n.jpg","100","","","","","False","1.00000000","fixed_grid_extraction_failed","2026-09-15T09:10:02.338795+00:00"
"whatsapp_image","41","whatsapp_image/811373918_17971875354136343_6687492423437490362_n.jpg","100","","","","","False","1.00000000","fixed_grid_extraction_failed","2026-09-15T09:10:08.002967+00:00"
"whatsapp_image","42","whatsapp_image/811616521_17971875294136343_5896452003808531812_n.jpg","100","","","","","False","1.00000000","fixed_grid_extraction_failed","2026-09-15T09:10:13.367329+00:00"
"whatsapp_image","43","whatsapp_image/811616660_17971874838136343_2120345678897765774_n.jpg","100","","","","","False","1.00000000","fixed_grid_extraction_failed","2026-09-15T09:10:20.948215+00:00"
"whatsapp_image","44","whatsapp_image/811137843_17971874781136343_8122804405801691741_n.jpg","100","","","","","False","1.00000000","fixed_grid_extraction_failed","2026-09-15T09:10:25.082984+00:00"
"whatsapp_image","45","whatsapp_image/811830386_17971874754136343_7108310294687396674_n.jpg","100","","","","","False","1.00000000","fixed_grid_extraction_failed","2026-09-15T09:10:29.645930+00:00"
"whatsapp_document","1","arsenal/preview.jpg","10","","","","","True","0.00000000","","2026-09-15T09:35:12.381045+00:00"
"whatsapp_document","2","arsenal/preview.jpg","100","","","","","True","0.00000000","","2026-09-15T09:35:20.856575+00:00"
"whatsapp_document","3","arsenal/preview.jpg","1889","","","","","True","0.00000000","","2026-09-15T09:35:27.627311+00:00"
"whatsapp_document","4","audiophile/preview.jpg","10","","","","","True","0.00000000","","2026-09-15T09:35:49.873450+00:00"
"whatsapp_document","5","audiophile/preview.jpg","100","","","","","True","0.00000000","","2026-09-15T09:35:53.670069+00:00"
"whatsapp_document","6","audiophile/preview.jpg","641","","","","","True","0.00000000","","2026-09-15T09:35:57.871717+00:00"
"whatsapp_document","7","beach/preview.jpg","10","","","","","True","0.00000000","","2026-09-15T09:36:02.007832+00:00"
"whatsapp_document","8","beach/preview.jpg","100","","","","","True","0.00000000","","2026-09-15T09:36:07.126642+00:00"
"whatsapp_document","9","beach/preview.jpg","2593","","","","","True","0.00000000","","2026-09-15T09:36:11.970077+00:00"
"whatsapp_document","10","corsair_collection/dotted.fabeb454b273c6d2398a.jpg","10","","","","","True","0.00000000","","2026-09-15T09:36:17.579057+00:00"
"whatsapp_document","11","corsair_collection/dotted.fabeb454b273c6d2398a.jpg","100","","","","","True","0.00000000","","2026-09-15T09:36:24.500444+00:00"
"whatsapp_document","12","corsair_collection/dotted.fabeb454b273c6d2398a.jpg","21569","","","","","True","0.00000000","","2026-09-15T09:36:30.747415+00:00"
"whatsapp_document","13","deep_space/preview.jpg","10","","","","","True","0.00000000","","2026-09-15T09:36:44.447650+00:00"
"whatsapp_document","14","deep_space/preview.jpg","100","","","","","True","0.00000000","","2026-09-15T09:36:49.758952+00:00"
"whatsapp_document","15","deep_space/preview.jpg","2977","","","","","True","0.00000000","","2026-09-15T09:36:54.904556+00:00"
"whatsapp_document","16","demon_core/preview.jpg","10","","","","","True","0.00000000","","2026-09-15T09:37:00.917248+00:00"
"whatsapp_document","17","demon_core/preview.jpg","100","","","","","True","0.00000000","","2026-09-15T09:37:05.739947+00:00"
"whatsapp_document","18","demon_core/preview.jpg","2273","","","","","True","0.00000000","","2026-09-15T09:37:10.614612+00:00"
"whatsapp_document","19","dna_fragment/preview.jpg","10","","","","","True","0.00000000","","2026-09-15T09:37:15.801223+00:00"
"whatsapp_document","20","dna_fragment/preview.jpg","100","","","","","True","0.00000000","","2026-09-15T09:37:23.093885+00:00"
"whatsapp_document","21","dna_fragment/preview.jpg","2977","","","","","True","0.00000000","","2026-09-15T09:37:30.346448+00:00"
"whatsapp_document","22","eagleflag/preview.jpg","10","","","","","True","0.00000000","","2026-09-15T09:37:38.456542+00:00"
"whatsapp_document","23","eagleflag/preview.jpg","100","","","","","True","0.00000000","","2026-09-15T09:37:43.706207+00:00"
"whatsapp_document","24","eagleflag/preview.jpg","2977","","","","","True","0.00000000","","2026-09-15T09:37:58.675287+00:00"
"whatsapp_document","25","fantasticcar/preview.jpg","10","","","","","True","0.00000000","","2026-09-15T09:38:04.982919+00:00"
"whatsapp_document","26","fantasticcar/preview.jpg","100","","","","","True","0.00000000","","2026-09-15T09:38:11.422411+00:00"
"whatsapp_document","27","fantasticcar/preview.jpg","2593","","","","","True","0.00000000","","2026-09-15T09:38:18.336873+00:00"
"whatsapp_document","28","neon_sunset/preview.jpg","10","","","","","True","0.00000000","","2026-09-15T09:38:25.398888+00:00"
"whatsapp_document","29","neon_sunset/preview.jpg","100","","","","","True","0.00000000","","2026-09-15T09:38:31.679992+00:00"
"whatsapp_document","30","neon_sunset/preview.jpg","3425","","","","","True","0.00000000","","2026-09-15T09:38:38.898250+00:00"
"whatsapp_document","31","retro/preview.jpg","10","","","","","True","0.00000000","","2026-09-15T09:38:45.616537+00:00"
"whatsapp_document","32","retro/preview.jpg","100","","","","","True","0.00000000","","2026-09-15T09:38:51.772381+00:00"
"whatsapp_document","33","retro/preview.jpg","2241","","","","","True","0.00000000","","2026-09-15T09:38:57.397445+00:00"
"whatsapp_document","34","ricepod/preview.jpg","10","","","","","True","0.00000000","","2026-09-15T09:39:04.096740+00:00"
"whatsapp_document","35","ricepod/preview.jpg","100","","","","","True","0.00000000","","2026-09-15T09:39:08.276998+00:00"
"whatsapp_document","36","ricepod/preview.jpg","641","","","","","True","0.00000000","","2026-09-15T09:39:12.479830+00:00"
"whatsapp_document","37","sheep/preview.jpg","10","","","","","True","0.00000000","","2026-09-15T09:39:16.984885+00:00"
"whatsapp_document","38","sheep/preview.jpg","100","","","","","True","0.00000000","","2026-09-15T09:39:21.062728+00:00"
"whatsapp_document","39","sheep/preview.jpg","641","","","","","True","0.00000000","","2026-09-15T09:39:28.723151+00:00"
"whatsapp_document","40","shimmering_particles/preview.jpg","10","","","","","True","0.00000000","","2026-09-15T09:39:33.097892+00:00"
"whatsapp_document","41","shimmering_particles/preview.jpg","100","","","","","True","0.00000000","","2026-09-15T09:39:38.762064+00:00"
"whatsapp_document","42","shimmering_particles/preview.jpg","2529","","","","","True","0.00000000","","2026-09-15T09:39:44.126426+00:00"
"whatsapp_document","43","techno/preview.jpg","10","","","","","True","0.00000000","","2026-09-15T09:39:51.707312+00:00"
"whatsapp_document","44","techno/preview.jpg","100","","","","","True","0.00000000","","2026-09-15T09:39:55.842081+00:00"
"whatsapp_document","45","techno/preview.jpg","641","","","","","True","0.00000000","","2026-09-15T09:40:00.405027+00:00"
